STATE,YEAR,MONTH,TYPE,DAMAGE
OHIO,2008,January,High Wind,5.00K
OHIO,2008,January,High Wind,5.00K
OHIO,2008,January,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
LOUISIANA,2008,February,High Wind,5.00K
FLORIDA,2008,February,High Wind,5.00K
LOUISIANA,2008,January,High Wind,5.00K
LOUISIANA,2008,January,High Wind,5.00K
MARYLAND,2008,March,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
MISSISSIPPI,2008,February,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
VIRGINIA,2008,April,High Wind,5.00K
MARYLAND,2008,April,High Wind,5.00K
MISSISSIPPI,2008,March,High Wind,5.00K
OKLAHOMA,2008,January,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
MARYLAND,2008,April,High Wind,5.00K
MARYLAND,2008,March,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
OKLAHOMA,2008,April,High Wind,5.00K
ARKANSAS,2008,April,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
ARKANSAS,2008,April,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
OKLAHOMA,2008,April,High Wind,5.00K
MISSISSIPPI,2008,March,High Wind,5.00K
SOUTH CAROLINA,2008,June,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
MARYLAND,2008,March,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
MICHIGAN,2008,July,High Wind,5.00K
OHIO,2008,June,High Wind,5.00K
INDIANA,2008,July,High Wind,5.00K
MICHIGAN,2008,July,High Wind,5.00K
ALABAMA,2008,July,High Wind,5.00K
MICHIGAN,2008,July,High Wind,5.00K
OHIO,2008,July,High Wind,5.00K
COLORADO,2008,July,High Wind,5.00K
NEW MEXICO,2008,July,High Wind,5.00K
INDIANA,2008,July,High Wind,5.00K
MICHIGAN,2008,July,High Wind,5.00K
INDIANA,2008,July,High Wind,5.00K
NEW YORK,2008,July,High Wind,5.00K
INDIANA,2008,July,High Wind,5.00K
OHIO,2008,July,High Wind,5.00K
OHIO,2008,July,High Wind,5.00K
OHIO,2008,August,High Wind,5.00K
SOUTH CAROLINA,2008,July,High Wind,5.00K
ARKANSAS,2008,March,High Wind,5.00K
OKLAHOMA,2008,April,High Wind,5.00K
INDIANA,2008,July,High Wind,5.00K
MISSISSIPPI,2008,April,High Wind,5.00K
MISSISSIPPI,2008,March,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
MISSISSIPPI,2008,January,High Wind,5.00K
MISSISSIPPI,2008,January,High Wind,5.00K
LOUISIANA,2008,March,High Wind,5.00K
LOUISIANA,2008,March,High Wind,5.00K
MISSISSIPPI,2008,February,High Wind,5.00K
MISSISSIPPI,2008,February,High Wind,5.00K
TENNESSEE,2008,January,High Wind,5.00K
LOUISIANA,2008,February,High Wind,5.00K
KENTUCKY,2008,March,High Wind,5.00K
OKLAHOMA,2008,March,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
MARYLAND,2008,March,High Wind,5.00K
MARYLAND,2008,March,High Wind,5.00K
MICHIGAN,2008,June,High Wind,5.00K
TEXAS,2008,June,High Wind,5.00K
LOUISIANA,2008,June,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
GEORGIA,2008,June,High Wind,5.00K
GEORGIA,2008,July,High Wind,5.00K
MISSOURI,2008,June,High Wind,5.00K
ALABAMA,2008,June,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
MISSOURI,2008,June,High Wind,5.00K
TEXAS,2008,July,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
KENTUCKY,2008,July,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
OHIO,2008,May,High Wind,5.00K
LOUISIANA,2008,June,High Wind,5.00K
TEXAS,2008,June,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
KENTUCKY,2008,July,High Wind,5.00K
CONNECTICUT,2008,June,High Wind,5.00K
NEW HAMPSHIRE,2008,June,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
MISSISSIPPI,2008,June,High Wind,5.00K
INDIANA,2008,June,High Wind,5.00K
KENTUCKY,2008,July,High Wind,5.00K
INDIANA,2008,July,High Wind,5.00K
INDIANA,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
SOUTH CAROLINA,2008,August,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
MICHIGAN,2008,June,High Wind,5.00K
MICHIGAN,2008,June,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
MISSOURI,2008,June,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
MICHIGAN,2008,June,High Wind,5.00K
GEORGIA,2008,June,High Wind,5.00K
TEXAS,2008,June,High Wind,5.00K
OHIO,2008,June,High Wind,5.00K
MICHIGAN,2008,June,High Wind,5.00K
OKLAHOMA,2008,June,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
KENTUCKY,2008,July,High Wind,5.00K
TEXAS,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
DISTRICT OF COLUMBIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
OREGON,2008,June,High Wind,5.00K
OREGON,2008,June,High Wind,5.00K
SOUTH CAROLINA,2008,May,High Wind,5.00K
PENNSYLVANIA,2008,August,High Wind,5.00K
KANSAS,2008,July,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
SOUTH DAKOTA,2008,July,High Wind,5.00K
KANSAS,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
OKLAHOMA,2008,June,High Wind,5.00K
OKLAHOMA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
OKLAHOMA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
ARIZONA,2008,July,High Wind,5.00K
DISTRICT OF COLUMBIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
KENTUCKY,2008,July,High Wind,5.00K
LOUISIANA,2008,June,High Wind,5.00K
LOUISIANA,2008,June,High Wind,5.00K
LOUISIANA,2008,June,High Wind,5.00K
LOUISIANA,2008,June,High Wind,5.00K
LOUISIANA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
WEST VIRGINIA,2008,July,High Wind,5.00K
WEST VIRGINIA,2008,July,High Wind,5.00K
TEXAS,2008,August,High Wind,5.00K
ALABAMA,2008,June,High Wind,5.00K
ALABAMA,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
ALABAMA,2008,June,High Wind,5.00K
MISSISSIPPI,2008,June,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
KENTUCKY,2008,July,High Wind,5.00K
ALABAMA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
SOUTH CAROLINA,2008,May,High Wind,5.00K
SOUTH CAROLINA,2008,August,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
WEST VIRGINIA,2008,July,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
ALABAMA,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
KENTUCKY,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
MARYLAND,2008,July,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
INDIANA,2008,May,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
DISTRICT OF COLUMBIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
KANSAS,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
LOUISIANA,2008,May,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
OKLAHOMA,2008,November,High Wind,5.00K
KANSAS,2008,June,High Wind,5.00K
KANSAS,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
KANSAS,2008,June,High Wind,5.00K
KANSAS,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
WEST VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
MARYLAND,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
TENNESSEE,2008,June,High Wind,5.00K
ARKANSAS,2008,June,High Wind,5.00K
ALABAMA,2008,June,High Wind,5.00K
MISSISSIPPI,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
ARKANSAS,2008,June,High Wind,5.00K
SOUTH DAKOTA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
MICHIGAN,2008,June,High Wind,5.00K
MISSOURI,2008,June,High Wind,5.00K
VERMONT,2008,July,High Wind,5.00K
VERMONT,2008,July,High Wind,5.00K
OHIO,2008,June,High Wind,5.00K
VIRGINIA,2008,June,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
OHIO,2008,June,High Wind,5.00K
ALABAMA,2008,July,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
KANSAS,2008,July,High Wind,5.00K
MISSOURI,2008,June,High Wind,5.00K
LOUISIANA,2008,August,High Wind,5.00K
LOUISIANA,2008,August,High Wind,5.00K
NORTH CAROLINA,2008,August,High Wind,5.00K
FLORIDA,2008,June,High Wind,5.00K
MISSISSIPPI,2008,August,High Wind,5.00K
UTAH,2008,August,High Wind,5.00K
LOUISIANA,2008,August,High Wind,5.00K
ARIZONA,2008,August,High Wind,5.00K
NEW HAMPSHIRE,2008,August,High Wind,5.00K
OKLAHOMA,2008,August,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
LOUISIANA,2008,August,High Wind,5.00K
MISSISSIPPI,2008,August,High Wind,5.00K
TEXAS,2008,August,High Wind,5.00K
VIRGINIA,2008,July,High Wind,5.00K
TEXAS,2008,August,High Wind,5.00K
OKLAHOMA,2008,May,High Wind,5.00K
NEW MEXICO,2008,August,High Wind,5.00K
OKLAHOMA,2008,May,High Wind,5.00K
ARKANSAS,2008,May,High Wind,5.00K
INDIANA,2008,August,High Wind,5.00K
TEXAS,2008,August,High Wind,5.00K
NEW MEXICO,2008,August,High Wind,5.00K
ARIZONA,2008,September,High Wind,5.00K
ILLINOIS,2008,June,High Wind,5.00K
GEORGIA,2008,March,High Wind,5.00K
MISSOURI,2008,November,High Wind,5.00K
MISSOURI,2008,November,High Wind,5.00K
GEORGIA,2008,March,High Wind,5.00K
TENNESSEE,2008,January,High Wind,5.00K
GEORGIA,2008,March,High Wind,5.00K
OKLAHOMA,2008,October,High Wind,5.00K
ALABAMA,2008,December,High Wind,5.00K
ALABAMA,2008,December,High Wind,5.00K
ALABAMA,2008,December,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
OKLAHOMA,2008,November,High Wind,5.00K
LOUISIANA,2008,August,High Wind,5.00K
LOUISIANA,2008,August,High Wind,5.00K
OKLAHOMA,2008,November,High Wind,5.00K
OKLAHOMA,2008,November,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
MISSOURI,2008,December,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
NEW MEXICO,2008,June,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
TEXAS,2008,December,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
TENNESSEE,2008,December,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
MISSOURI,2008,January,High Wind,5.00K
ILLINOIS,2008,January,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
MISSISSIPPI,2008,January,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
INDIANA,2008,February,High Wind,5.00K
OKLAHOMA,2008,January,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
LOUISIANA,2008,January,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
OKLAHOMA,2008,January,High Wind,5.00K
OKLAHOMA,2008,January,High Wind,5.00K
ARKANSAS,2008,January,High Wind,5.00K
FLORIDA,2008,January,High Wind,5.00K
TENNESSEE,2008,January,High Wind,5.00K
KENTUCKY,2008,February,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
KENTUCKY,2008,April,High Wind,5.00K
KENTUCKY,2008,April,High Wind,5.00K
TEXAS,2008,February,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
MISSOURI,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
MISSOURI,2008,January,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
MISSOURI,2008,January,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
TEXAS,2008,January,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
ARKANSAS,2008,February,High Wind,5.00K
ARKANSAS,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
WEST VIRGINIA,2008,March,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
OKLAHOMA,2008,December,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
FLORIDA,2008,March,High Wind,5.00K
MISSOURI,2008,December,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
KENTUCKY,2008,January,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
MISSOURI,2008,December,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
INDIANA,2008,January,High Wind,5.00K
ILLINOIS,2008,January,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
ILLINOIS,2008,February,High Wind,5.00K
ILLINOIS,2008,February,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
TENNESSEE,2008,February,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
TEXAS,2008,February,High Wind,5.00K
TEXAS,2008,March,High Wind,5.00K
MISSOURI,2008,April,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
MICHIGAN,2008,April,High Wind,5.00K
TENNESSEE,2008,May,High Wind,5.00K
LOUISIANA,2008,April,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
GEORGIA,2008,February,High Wind,5.00K
MISSISSIPPI,2008,February,High Wind,5.00K
TEXAS,2008,March,High Wind,5.00K
MISSOURI,2008,March,High Wind,5.00K
MISSOURI,2008,March,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
MISSOURI,2008,March,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
NORTH CAROLINA,2008,March,High Wind,5.00K
NORTH CAROLINA,2008,March,High Wind,5.00K
OKLAHOMA,2008,March,High Wind,5.00K
KANSAS,2008,April,High Wind,5.00K
OKLAHOMA,2008,March,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
OKLAHOMA,2008,March,High Wind,5.00K
PENNSYLVANIA,2008,June,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
MISSOURI,2008,March,High Wind,5.00K
KANSAS,2008,May,High Wind,5.00K
LOUISIANA,2008,March,High Wind,5.00K
IOWA,2008,April,High Wind,5.00K
IOWA,2008,April,High Wind,5.00K
IOWA,2008,April,High Wind,5.00K
MARYLAND,2008,March,High Wind,5.00K
DELAWARE,2008,March,High Wind,5.00K
MARYLAND,2008,March,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
MISSOURI,2008,May,High Wind,5.00K
MISSOURI,2008,March,High Wind,5.00K
NORTH CAROLINA,2008,April,High Wind,5.00K
TENNESSEE,2008,March,High Wind,5.00K
ALABAMA,2008,March,High Wind,5.00K
MISSISSIPPI,2008,March,High Wind,5.00K
MISSISSIPPI,2008,February,High Wind,5.00K
TEXAS,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
TENNESSEE,2008,April,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
TEXAS,2008,May,High Wind,5.00K
TENNESSEE,2008,March,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
ARKANSAS,2008,March,High Wind,5.00K
ARKANSAS,2008,March,High Wind,5.00K
MISSISSIPPI,2008,April,High Wind,5.00K
OKLAHOMA,2008,March,High Wind,5.00K
ARKANSAS,2008,March,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
OKLAHOMA,2008,April,High Wind,5.00K
OKLAHOMA,2008,April,High Wind,5.00K
MARYLAND,2008,May,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
KANSAS,2008,May,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
GEORGIA,2008,May,High Wind,5.00K
TEXAS,2008,May,High Wind,5.00K
WEST VIRGINIA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
TEXAS,2008,May,High Wind,5.00K
VIRGINIA,2008,May,High Wind,5.00K
VIRGINIA,2008,May,High Wind,5.00K
OKLAHOMA,2008,March,High Wind,5.00K
OKLAHOMA,2008,March,High Wind,5.00K
TENNESSEE,2008,April,High Wind,5.00K
TENNESSEE,2008,April,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
VIRGINIA,2008,March,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
GEORGIA,2008,March,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
MICHIGAN,2008,May,High Wind,5.00K
MISSISSIPPI,2008,May,High Wind,5.00K
MISSISSIPPI,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
KANSAS,2008,May,High Wind,5.00K
TEXAS,2008,May,High Wind,5.00K
IOWA,2008,May,High Wind,5.00K
MICHIGAN,2008,May,High Wind,5.00K
MICHIGAN,2008,May,High Wind,5.00K
MICHIGAN,2008,May,High Wind,5.00K
MICHIGAN,2008,May,High Wind,5.00K
MICHIGAN,2008,May,High Wind,5.00K
MICHIGAN,2008,May,High Wind,5.00K
WASHINGTON,2008,June,High Wind,5.00K
ARIZONA,2008,July,High Wind,5.00K
ARIZONA,2008,July,High Wind,5.00K
GEORGIA,2008,June,High Wind,5.00K
ILLINOIS,2008,May,High Wind,5.00K
ILLINOIS,2008,May,High Wind,5.00K
ALABAMA,2008,May,High Wind,5.00K
FLORIDA,2008,June,High Wind,5.00K
TEXAS,2008,May,High Wind,5.00K
ALABAMA,2008,May,High Wind,5.00K
INDIANA,2008,May,High Wind,5.00K
KENTUCKY,2008,June,High Wind,5.00K
KANSAS,2008,May,High Wind,5.00K
ALABAMA,2008,February,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
TENNESSEE,2008,January,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
TENNESSEE,2008,January,High Wind,5.00K
ARKANSAS,2008,April,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
ALABAMA,2008,January,High Wind,5.00K
IOWA,2008,April,High Wind,5.00K
TEXAS,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
ALABAMA,2008,April,High Wind,5.00K
ALABAMA,2008,April,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
ALABAMA,2008,May,High Wind,5.00K
LOUISIANA,2008,April,High Wind,5.00K
ALABAMA,2008,April,High Wind,5.00K
ALABAMA,2008,April,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
OHIO,2008,July,High Wind,5.00K
IOWA,2008,July,High Wind,5.00K
IOWA,2008,July,High Wind,5.00K
IOWA,2008,July,High Wind,5.00K
IOWA,2008,July,High Wind,5.00K
IOWA,2008,July,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
OHIO,2008,June,High Wind,5.00K
TEXAS,2008,April,High Wind,5.00K
INDIANA,2008,June,High Wind,5.00K
INDIANA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
IOWA,2008,June,High Wind,5.00K
ALABAMA,2008,April,High Wind,5.00K
